halId_s,version_i,uri_s,docType_s,nntId_s,title_s,authFullName_s,producedDate_s,domain_s,page_s,country_s,language_s,licence_s
hal-00900457,1,https://hal.archives-ouvertes.fr/hal-00900457,ART,,Effect of diets rich in N-3 polyunsatured fatty acids on muscle lipids and fatty acids in Belgian Blue double-muscled young bulls,"Katleen Raes,Stefaan De Smet,An Balcaen,Erik Claeys,Daniel Demeyer",2003,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",331-345,,en,
hal-00615341,1,https://hal.archives-ouvertes.fr/hal-00615341,ART,,Anabolic androgenic steroid induced necrotising myopathy,"Michael Hughes,Saleh Ahmed",2009-10-27,,915-917,,en,
hal-00117339,1,https://hal.archives-ouvertes.fr/hal-00117339,ART,,Endangered species: where leatherback turtles meet fisheries.,"S. Ferraroli,J.-Y. Georges,P. Gaspar,Y. Le Maho",2004-06-03,"0.sdv,1.sdv.bid,2.sdv.bid.evo",521-522,,en,
hal-00729841,1,https://hal-agrocampus-ouest.archives-ouvertes.fr/hal-00729841,ART,,Assessment of the genetic diversity of Xanthomonas axonopodis pv. phaseoli and Xanthomonas fuscans subsp fuscans as a basis to identify putative pathogenicity genes and a type III secretion system of the SPI-1 family by multiple suppression subtractive hybridisations,"Seyed Mehdi Alavi,Seyed Sanjari,Fabien Durand,Christelle Brin,Charles Manceau,Stéphane Poussier",2008,"0.sdv,1.sdv.bv,2.sdv.bv.pep",3295-3301,,en,
hal-00613797,1,https://hal.archives-ouvertes.fr/hal-00613797,ART,,God on Moral Enhancement,John Harris,2010-12-07,,102,,en,
hal-01133979,1,https://hal.archives-ouvertes.fr/hal-01133979,ART,,Attention aux loups ! L'ambivalence de sa menace et de sa mesure.,Antoine Doré,2015,"0.shs,1.shs.genre",45-54,,fr,
medihal-01543107,1,https://medihal.archives-ouvertes.fr/medihal-01543107,IMG,,Amérique du Sud : Venezuela : Etat d'Amazonas : Tarentule dans la forêt,François Taglioni,1990,"0.shs,1.shs.geo",,ve,und,http://hal.archives-ouvertes.fr/licences/copyright/
hal-01234741,1,https://hal.archives-ouvertes.fr/hal-01234741,ART,,Density-dependent negative responses by bumblebees to bacteria isolated from flowers,"Robert Junker,Tanja Romeike,Alexander Keller,Daniela Langen",2014,"0.sdv,1.sdv.ba,2.sdv.ba.zi,0.sdv,1.sdv.bid,0.sdv,1.sdv.ee,0.sdv,1.sdv.sa,2.sdv.sa.spa",467-477,,en,
hal-01234756,1,https://hal.archives-ouvertes.fr/hal-01234756,ART,,Spatial aggregation of phoretic mites on Bombus atratus and Bombus opifex (Hymenoptera: Apidae) in Argentina,"Pablo Revainera,Mariano Lucia,Alberto Abrahamovich,Matias Maggi",2014,"0.sdv,1.sdv.ba,2.sdv.ba.zi,0.sdv,1.sdv.bid,0.sdv,1.sdv.ee,0.sdv,1.sdv.sa,2.sdv.sa.spa",579-589,,en,
hal-01349539,1,https://hal.archives-ouvertes.fr/hal-01349539,ART,,Variation in maternal solitary bee nest defence related to nest state,"Jason H. Peterson,Thomas S. Hoffmeister,Bernard D. Roitberg",2016,0.sdv,90-100,,en,
hal-01098297,1,https://hal.archives-ouvertes.fr/hal-01098297,ART,,"Use of diatom motility features as endpoints of metolachlor toxicity,Modifications de la mobilité des diatomées en réponse à une contamination au métolachlore","N. Coquillé,G. Jan,A. Moreira,S. Morin",2015,0.sde,202-210,,en,
inserm-00475566,1,http://www.hal.inserm.fr/inserm-00475566,ART,,"Fibrates\, glitazones\, and peroxisome proliferator-activated receptors.","Fanny Lalloyer,Bart Staels",2010-05,"0.sdv,1.sdv.bbm",894-9,,en,
inserm-00124457,1,http://www.hal.inserm.fr/inserm-00124457,ART,,Immunotherapy of type 1 diabetes: lessons for other autoimmune diseases.,Jean-François Bach,2002,"0.sdv,1.sdv.imm,0.sdv,1.sdv.mhep,2.sdv.mhep.em",S3-15,,en,
hal-00892106,1,https://hal.archives-ouvertes.fr/hal-00892106,ART,,The neglected gender - males in bees,Gudrun Koeniger,2005,"0.sdv,1.sdv.ba,2.sdv.ba.zi,0.sdv,1.sdv.bid,0.sdv,1.sdv.ee,0.sdv,1.sdv.sa,2.sdv.sa.spa",143-144,,en,
hal-00540155,1,https://hal.archives-ouvertes.fr/hal-00540155,ART,,Avian Influenza Viruses (AIVs) in poultry products: a review,"Maria Serena Beato,Ilaria Capua,Dennis Alexander",2009-05-29,,193-200,,en,
hal-00880028,1,https://hal.archives-ouvertes.fr/hal-00880028,ART,,Mathematical modeling of respiratory system mechanics in the newborn lamb.,"Virginie Le Rolle,Nathalie Samson,Jean-Paul Praud,Alfredo I Hernández",2013-03,"0.spi,1.spi.signal,0.info,1.info.info-ts,0.sdv,1.sdv.ib",91-107,,en,
ineris-00961854,1,https://hal-ineris.archives-ouvertes.fr/ineris-00961854,ART,,Statistical analysis of Clewell et al PBPK model of trichloroethylene kinetics,Frédéric Y. Bois,2000,"0.sdv,1.sdv.tox,0.sde",307-316,,en,
hal-00378799,1,https://hal-anses.archives-ouvertes.fr/hal-00378799,ART,,Bovine spongiform encephalopathy and spatial analysis of the feed industry.,"Mathilde Paul,David Abrial,Nathalie Jarrige,Stéphane Rican,Myriam Garrido,Didier Calavas,Christian Ducrot",2007-06,"0.sdv,1.sdv.ba,2.sdv.ba.mvsa,0.sdv,1.sdv.spee",867-71,,en,
anses-01347790,1,https://hal-anses.archives-ouvertes.fr/anses-01347790,ART,,"Prevalence of mcr-1 in commensal Escherichia coli from French livestock\, 2007 to 2014","A Perrin-Guyomard,M Bruneau,P Houée,K Deleurme,P Legrandois,C Poirier,C Soumet,P Sanders",2016,"0.sdv,1.sdv.ba,0.sdv,1.sdv.mp",1-3,,en,
hal-00599489,1,https://hal.archives-ouvertes.fr/hal-00599489,ART,,Stem cell therapies for inflammatory bowel disease - efficacy and safety,"Orlando Garcia-Bosch,Elena Ricart,Julian Panes",2010-08-19,,939,,en,
hal-00488806,1,https://hal.archives-ouvertes.fr/hal-00488806,ART,,miR-155 gene: A typical multifunctional microRNA,"Isabella Faraoni,Francesca Romana Antonetti,John Cardone,Enzo Bonmassar",2009-06-03,,497,,en,
hal-00636201,1,https://hal.archives-ouvertes.fr/hal-00636201,ART,,Genetics of hypertension: From experimental animals to humans,"Christian Delles,Martin W. Mcbride,Delyth Graham,Sandosh Padmanabhan,Anna F. Dominiczak",2010-10-27,,1299,,en,
hal-00670747,1,https://hal.archives-ouvertes.fr/hal-00670747,ART,,Peripheral analgesia: Hitting pain where it hurts,Jason J. Mcdougall,2011-02-16,"0.sdv,1.sdv.bbm",459,,en,
hal-00652652,1,https://hal.archives-ouvertes.fr/hal-00652652,ART,,The role of antigen presenting cells in multiple sclerosis,"Emily M.L. Chastain,D'Anne S. Duncan,Jane M. Rodgers,Stephen D. Miller",2010-12-16,,265,,en,
hal-00623300,1,https://hal.archives-ouvertes.fr/hal-00623300,ART,,Functional analysis of F508del CFTR in native human colon,"Andrea Van Barneveld,Frauke Stanke,Stephanie Tamm,Benny Siebert,Gudrun Brandes,Nico Derichs,Manfred Ballmann,Sibylle Junge,Burkhard Tümmler",2010-09-14,,1062,,en,
hal-00562894,1,https://hal.archives-ouvertes.fr/hal-00562894,ART,,"Towards a therapy for phosphomannomutase 2 defeciency\, the defect in CDG-Ia patients",Hudson H. Freeze,2009-09-16,,835,,en,
hal-00562915,1,https://hal.archives-ouvertes.fr/hal-00562915,ART,,Is multiple sclerosis a mitochondrial disease?,"Peizhong Mao,P. Hemachandra Reddy",2009-12-05,,66,,en,
hal-00652658,1,https://hal.archives-ouvertes.fr/hal-00652658,ART,,"Cells of the oligodendroglial lineage\, myelination\, and remyelination","Veronique E. Miron,Tanja Kuhlmann,Jack P. Antel",2010-12-16,,184,,en,
hal-00478529,1,https://hal.archives-ouvertes.fr/hal-00478529,ART,,"Membrane binding of zebrafish actinoporin-like protein: AF domains\, a novel superfamily of cell membrane binding domains","Ion Gutiérrez-Aguirre,Peter Trontelj,Peter Macek,Jeremy H. Lakey,Gregor Anderluh",2006-06-01,,381-392,,en,
hal-00478961,1,https://hal.archives-ouvertes.fr/hal-00478961,ART,,Physarum nitric oxide synthases: Genomic structures and enzymology of recombinant proteins,"Simon Messner,Stephan Leitner,Christian Bommassar,Georg Golderer,Peter Gröbner,Ernst R Werner,Gabriele Werner-Felmayer",2009-02-25,,691-700,,en,
hal-00894462,1,https://hal.archives-ouvertes.fr/hal-00894462,ART,,AFLP linkage map of the Japanese quail Coturnix japonica,"Odile Roussot,Katia Feve,Florence Plisson-Petit,Frédérique Pitel,Jean-Michel Faure,Catherine Beaumont,Alain Vignal",2003,"0.sdv,1.sdv.gen,2.sdv.gen.ga",559-572,,en,
hal-00894361,1,https://hal.archives-ouvertes.fr/hal-00894361,ART,,Hypothesis testing for the genetic background of quantitative traits,"Luis García-Cortés,Carlos Cabrillo,Carlos Moreno,Luis Varona",2001,"0.sdv,1.sdv.gen,2.sdv.gen.ga",3-16,,en,
hal-00894439,1,https://hal.archives-ouvertes.fr/hal-00894439,ART,,Bayesian estimation in animal breeding using the Dirichlet process prior for correlated random effects,"Abraham Johannes van Der Merwe,Albertus Pretorius",2003,"0.sdv,1.sdv.gen,2.sdv.gen.ga",137-158,,en,
hal-00894414,1,https://hal.archives-ouvertes.fr/hal-00894414,ART,,"Prediction error variance and expected response to selection\, when selection is based on the best predictor - for Gaussian and threshold characters\, traits following a Poisson mixed model and survival traits","Inge Korsgaard,Anders Andersen,Just Jensen",2002,"0.sdv,1.sdv.gen,2.sdv.gen.ga",307-333,,en,
hal-00493101,1,https://hal.archives-ouvertes.fr/hal-00493101,ART,,Bivalve models of aging and the determination of molluscan lifespans,"Doris Abele,Thomas Brey,Eva Philipp",2009-04-17,,307,,en,
pastel-00574562,1,https://pastel.archives-ouvertes.fr/pastel-00574562,THESE,,"Intégration de l'information moléculaire dans l'évaluation génétique,Integration of molecular information in breeding value estimation.",François Guillaume,2009-10-06,"0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bio,0.info,1.info.info-bt",,,fr,
hal-00425655,1,https://hal.archives-ouvertes.fr/hal-00425655,ART,,"Pratiques cynégétiques et exploitation des ressources animales dans les niveaux du Magdalénien supérieur-final de El Horno (Ramales\, Cantabrie\, Espagne)","Sandrine Costamagno,Fano Miguel",2005,"0.shs,1.shs.archeo",31-56,,fr,
halshs-01075857,1,https://halshs.archives-ouvertes.fr/halshs-01075857,ART,,From riches to garbage : référents atypiques et problèmes de catégorisation sémantique en anglais,Julien Leyre,2008,"0.shs,1.shs.langue",1.2,,fr,
tel-01127535,1,https://tel.archives-ouvertes.fr/tel-01127535,THESE,2012LYO10109,"Identification\, isolement et caractérisation des progéniteurs bronchioloalvéolaires ovins,Identification\, isolement and characterization of ovine brochioloalveolar progenitors",Alain Abi Rizk,2012-07-16,"0.sdv,1.sdv.bc",,,fr,
halshs-00618350,1,https://halshs.archives-ouvertes.fr/halshs-00618350,COMM,,La grande sphinge restaurée du Mausolée carré de Fourches-Vieilles à Orange (Vaucluse),"Vassiliki Gaggadis-Robin,Jean-Marc Mignon,Stéphanie Zugmeyer",2007-05-21,"0.shs,1.shs.archeo",33-39,fr,fr,
tel-00119156,1,https://tel.archives-ouvertes.fr/tel-00119156,THESE,,"EVALUATION DE NOUVEAUX RADIOPHARMACEUTIQUES Synthèse\, évaluation\, et biodistribution de nouveaux radioligands peptidiques de VCAM-1 et avb3,Evaluation of new radiopharmaceuticals. Synthesis\, evaluation\, and biodistribution of radiolabelled peptide of VCAM-1 and avb3",Valérie Ardisson,2006-07-06,"0.sdv,1.sdv.sp,2.sdv.sp.med",,,fr,
tel-00783512,1,https://tel.archives-ouvertes.fr/tel-00783512,THESE,2012PA112323,"Etude du procédé de réalisation de micro-antennes souples implantables pour l’Imagerie médicale par Résonance Magnétique,Study on the fabrication process of soft implantable microcoils for medical Magnetic Resonance Imaging",Magdalèna Couty,2012-12-07,"0.phys,1.phys.cond,2.phys.cond.cm-gen",,,fr,
tel-00630524,1,https://tel.archives-ouvertes.fr/tel-00630524,THESE,,"THE SPIRIT-MOTHER IN ""BUILE SUIBHNE"" : romance in middle-Irish of the XIIth century,L'ESPRIT-MÈRE DANS ""BUILE SUIBHNE"" : romance en moyen-irlandais\, du XIIe siècle. // AR SPERED-MAMM E ""BUILE SUIBHNE"": tenergan an Iwerzhoneg-krenn\, eus an 12vet kantved.",Gilles Boucherit,2009-12-18,"0.shs,0.other",,,br,
inserm-00728391,1,http://www.hal.inserm.fr/inserm-00728391,ART,,Novel origins of copy number variation in the dog genome.,"Jonas Berglund,Elisa Nevalainen,Anna-Maja Molin,Michele Perloski,Catherine Andre,Michael Zody,Ted Sharpe,Christophe Hitte,Kerstin Lindblad-Toh,Hannes Lohi,Matthew Webster",2012-08-23,"0.sdv,1.sdv.bbm,2.sdv.bbm.gtp",R73,,en,
hal-00979679,1,https://hal.archives-ouvertes.fr/hal-00979679,ART,,Integrating movement ecology with biodiversity research - exploring new avenues to address spatiotemporal biodiversity dynamics,"F. Jeltsch,D. Bonte,G. Pe'Er,B. Reineking,P. Leimgruber,N. Balkenhol,B. Schröder,C.M. Buchmann,T. Mueller,N. Blaum,D. Zurell,K. Böhning-Gaese,T. Wiegand,J.A. Eccard,H. Hofer,J. Reeg,U. Eggers,S. Bauer",2013,0.sde,p. 1 - p. 13,,en,
tel-00550840,1,https://tel.archives-ouvertes.fr/tel-00550840,THESE,,Recherches sur les figurines en terre cuite gallo-romaine en contexte archéologique.,Sandrine Talvas,2007-12-14,"0.shs,1.shs.hist",,,fr,
hal-01053479,1,https://hal.archives-ouvertes.fr/hal-01053479,ART,,L-DOPA impairs proteasome activity in parkinsonism through D1 dopamine receptor.,"Amandine Berthet,Erwan Bezard,Gregory Porras,Stefania Fasano,Pedro Barroso-Chinea,Benjamin Dehay,Audrey Martinez,Marie-Laure Thiolat,Marika Nosten-Bertrand,Bruno Giros,Jérôme Baufreton,Qin Li,Bertrand Bloch,Marie-Laure Martin-Negrier",2012-01-11,"0.scco,1.scco.neur,0.sdv",681-91,,en,
tel-01250329,1,https://tel.archives-ouvertes.fr/tel-01250329,THESE,2014STRAJ029,"Analyse anatomo-fonctionnelle et moléculaire des conséquences anxiodépressives de la douleur neuropathique dans un modèle murin : importance du cortex cingulaire antérieur,Anatomo-functional and molecular analysis of anxiodepressive consequences of neuropathic pain in a murine model : insights of the anterior cingulate cortex",Florent Barthas,2014-07-02,"0.sdv,1.sdv.neu",,,fr,
hal-01053293,1,https://hal.archives-ouvertes.fr/hal-01053293,ART,,Nociceptin/orphanin FQ receptor agonists attenuate L-DOPA-induced dyskinesias,"Matteo Marti,Donata Rodi,Q. Li,Remo Guerrini,Stefania Fasano,Ilaria Morella,Alessandro Tozzi,Riccardo Brambilla,Paolo Calabresi,Michele Simonato,Erwan Bezard,Michele Morari",2012-11-14,"0.scco,1.scco.neur",16106-16119,,en,
pastel-00601989,1,https://pastel.archives-ouvertes.fr/pastel-00601989,THESE,2010AGPT0025,"Diversité génétique structurale et fonctionnelle du CMH chez le Poulet : Implication pour la résistance aux maladies,Functional and structural genetic diversity of the chicken MHC : consequences for disease resistance",Olympe Chazara Trokiner,2010-03-16,"0.sdv,1.sdv.gen,2.sdv.gen.ga",,,fr,
pastel-00004548,1,https://pastel.archives-ouvertes.fr/pastel-00004548,THESE,2008AGPT0058,"Environmental evaluation of dairy farms by dynamic modelling of farm activities and nutrient flows: Development and application of the simulator MELODIE,Évaluation environnementale des exploitations laitières par modélisation dynamique de leur fonctionnement et des flux de matière: développement et application du simulateur MELODIE",Xavier Chardon,2008-10-10,"0.sdu,0.sdv",,,en,
hal-01272922,1,https://hal.archives-ouvertes.fr/hal-01272922,ART,,Anxiolytic-Like Effect of a Salmon Phospholipopeptidic Complex Composed of Polyunsaturated Fatty Acids and Bioactive Peptides,"Nabila Belhaj,Frédéric Desor,Céline Gleizes,Frédéric M. Denis,Elmira Arab-Tehrany,Rachid Soulimani,Michel Linder",2013,"0.sdv,1.sdv.sp,2.sdv.sp.med",4294-4317,,en,
tel-01334574,1,https://tel.archives-ouvertes.fr/tel-01334574,THESE,2015PA066589,"Etude des mécanismes neuro-inflammatoires dans les voies visuelles sur un modèle murin d’hypertonie oculaire,Study of neuroinflammatory mechanisms in the visual pathways in a rat model of ocular hypertension",Anaïs Sapienza,2015-11-16,"0.sdv,1.sdv.mhep,2.sdv.mhep.os",,,fr,
tel-01558225,1,https://tel.archives-ouvertes.fr/tel-01558225,THESE,2016BESA3007,"Traiter les troubles psychiatriques à l'aide de la stimulation transcrânienne par courant continu : approches comportementale et neurobiologique chez la souris,Treatment of psychiatric disorders using transcranial direct current stimulation : behavioral and neurobiological approaches in mice",Solène Pedron,2016-11-21,"0.sdv,1.sdv.mhep,2.sdv.mhep.psm,0.sdv,1.sdv.ba",,,fr,
tel-01538735,1,https://tel.archives-ouvertes.fr/tel-01538735,THESE,2016NSARB286,"Aptitude des vaches laitières à se reproduire en systèmes pâturants contrastés : Quelle vache pour quel système ?,Ability of dairy cows to ensure reproduction in contrasted grazing-based systems : The cow for the system?",Nicolas Bedere,2016-11-10,"0.sdv,1.sdv.gen,2.sdv.gen.ga",,,fr,
inserm-00331940,1,http://www.hal.inserm.fr/inserm-00331940,ART,,Activatable probes for non invasive small animal fluorescence imaging,"Isabelle Texier,Jesus Razkin,Veronique Josserand,Didier Boturyn,Pascal Dumy,Jean-Luc Coll,Philippe Rizo",2007,"0.sdv,1.sdv.bio,0.info,1.info.info-bt",165-168,,en,
tel-00580367,1,https://tel.archives-ouvertes.fr/tel-00580367,THESE,,"Elaboration et caractérisations de nanocristaux organiques fluorescents insérés en coquille sol-gel : vers le développement d'un nouveau type d'agent imageant,Elaboration and characterizations of fluorescent organic nanocrystals confined in sol-gel shell: towards the development of a new kind of biological label",Cécile Philippot,2010-09-21,"0.chim,0.chim,1.chim.mate",,,fr,
tel-00080148,1,https://tel.archives-ouvertes.fr/tel-00080148,THESE,,"ÉVALUATION D'UN RADIOLIGAND DE L'INTÉGRINE αVβ3\, LE RAFT-RGD\, POUR L'IMAGERIE MOLÉCULAIRE DE L'ANGIOGENÈSE TUMORALE.,MOLECULAR NUCLEAR IMAGING OF TUMORAL ANGIOGENESIS USING A RGD-CONTAINING TRACER\, RAFT-RGD\, TARGETED AT THE NEOVESSEL-SPECIFIC INTEGRIN αVβ3.",Lucie Sancey,2006-06-01,"0.sdv,1.sdv.ib",,,fr,
hal-00131084,1,https://hal.archives-ouvertes.fr/hal-00131084,COMM,,"Interpréter des énoncés négatifs : une étude auprès d'enfants de 7 à 10 ans\, dans une situation dialogique","Stéphanie Bouzigue,Monique Vion",2004,"0.sdv,1.sdv.neu,2.sdv.neu.pc,0.shs,1.shs.langue",139-144,,fr,
hal-01576849,1,https://hal.univ-lorraine.fr/hal-01576849,COMM,,"Etat des lieux de la contamination des œufs de consommation par des polluants organiques persistants\, les retardateurs de flamme bromés","S Huneau-Salaün,A Travel,Claude Cariou,B Balaine,S Souchet,A Venisseau,P Marchand,G Dervilly-Pinel,A Amand,C Charpiot,B Le Bizec,C Jondreville,S Le Bouquin",2015-03-25,"0.sdv,1.sdv.tox,2.sdv.tox.tca,0.sde",37-41,fr,en,
hal-01591150,1,https://hal.archives-ouvertes.fr/hal-01591150,COMM,,An ex ante analysis of the economic profitability of automatic oestrus detection devices in different dairy farming systems in France,"Mohammed El Amine Bekara,Nathalie Bareille,F. Bidan,Clément Allain,Catherine Disenhaus",2017-09-12,0.sdv,np,fr,en,
tel-01599248,1,https://tel.archives-ouvertes.fr/tel-01599248,THESE,2016STRAD030,"Impacts balistiques crâniens osseux\, l'expérimentation au service de l'enquête,Gunshot wounds on skull : how experimentation serves investigations",Mikael Petit,2016-09-15,"0.spi,1.spi.meca,2.spi.meca.biom,0.sdv,1.sdv.mhep",,,fr,
tel-01496897,1,https://tel.archives-ouvertes.fr/tel-01496897,THESE,,"Ability of dairy cows to ensure reproduction in contrasted grass-based systems: The cow for the system?,Aptitude des vaches laitières à se reproduire dans des systèmes pâturants contrastés : quelle vache pour quel système ?",Nicolas Bedere,2016-11-10,"0.sdv,1.sdv.ba,0.sdv,1.sdv.sa,2.sdv.sa.zoo,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bdlr,2.sdv.bdlr.rs",,,en,
hal-01279513,1,https://hal.archives-ouvertes.fr/hal-01279513,COMM,,Biodiesel industry waste recovery in agriculture,"Mariana Ferreira Rabelo Fernandes,Essaïd Bilal,Regynaldo Arruda Sampaio,Jatnel Alonso Lazo,Luiz Arnaldo Fernandes,Adolf Heinrich Horn,Najla Lassoued",2015-11-16,"0.spi,1.spi.gproc,0.sdv,1.sdv.sa,2.sdv.sa.sds",764-770,jp,en,
tel-00587858,1,https://tel.archives-ouvertes.fr/tel-00587858,THESE,,"MECANISMES DE LA DYSFONCTION VASCULAIRE INDUITE PAR DES MODELES DE MICROGRAVITE,The mechanisms of vascular dysfunction induced by simulated microgravity",Nastassia Navasiolava,2010-11-02,0.sdv,,,fr,
tel-01243528,1,https://hal.archives-ouvertes.fr/tel-01243528,THESE,,"Approche informationnelle de l’imagerie de contraste de phase par rayonnement synchrotron. Applications précliniques à l’imagerie du cerveau du petit animal.,Information based approach of the phase contrast imaging by synchrotron radiation. Preclinical applications to brain imaging of the small animal.",Hugo Rositi,2015-10-23,"0.sdv,1.sdv.ib,2.sdv.ib.ima,0.info,1.info.info-ts,0.phys,1.phys.phys,2.phys.phys.phys-ins-det,0.info,1.info.info-im",,,fr,
tel-01381094,1,https://tel.archives-ouvertes.fr/tel-01381094,THESE,2015PA066411,"3D whole-brain quantitative histopathology : methodology and applications in mouse models of Alzheimer's disease,Histopathologie 3d quantitative à l'échelle du cerveau entier de rongeur : méthodologie et applications chez des modèles murins de la maladie d'Alzheimer",Michel Vandenberghe,2015-10-12,"0.info,1.info.info-im",,,en,
tel-01331601,1,http://hal.in2p3.fr/tel-01331601,THESE,,"Tomographie hybride simultanée TEP/TDM combinant détecteurs à pixels hybrides et modules phoswich à scintillateurs,Development of a simultaneous PET/CT scanner for mice combining hybrid pixels detectors and phoswich scintillators modules.",M. Hammonet,2016-04-19,"0.phys,1.phys.hexp",,,fr,
tel-00728180,1,https://tel.archives-ouvertes.fr/tel-00728180,THESE,2011GRENS028,"Obésité et insulino-résistance : étude longitudinale avec un traceur du transport du glucose\, le [125l]-6-déoxy-6-iodo-D-glucose,Obesity and insulin resistance : longitudinal study using [125I]-6-déoxy-6-iodo-D-glucose\, a tracer of glucose transport.",Marion Henri,2011-11-18,"0.sdv,1.sdv.sa",,,fr,
tel-01198377,1,https://tel.archives-ouvertes.fr/tel-01198377,THESE,2013STRAJ085,"Rôle de la stéaroyl-coenzyme A désaturase 1\, une enzyme de synthèse des acides gras mono-insaturés\, dans un modèle transgénique d’étude de la Sclérose Latérale Amyotrophique,Role of stearoyl-coenzyme A desaturase 1\, an enzyme for the synthesis of mono-unsaturated fatty acids\, in a transgenic model for the study of amyotrophic lateral sclerosis",Florent Schmitt,2013-09-11,"0.sdv,1.sdv.neu,0.sdv,1.sdv.bbm,2.sdv.bbm.bm",,,fr,
